x	y	z	t	#
42.401	30.8358	38.1213	112.64	292
96.1985	74.2587	44.3407	112.64	294
-40.3087	-66.5132	462.602	112.66	291
41.0261	34.3207	39.2868	112.66	292
91.7601	76.9342	37.5189	112.66	294
-43.0404	-70.1069	464.924	112.68	291
40.5465	37.4895	49.1129	112.68	292
87.5609	78.4454	30.7458	112.68	294
-45.6062	-73.7876	466.684	112.7	291
41.7	40.1683	51.7212	112.7	292
83.4934	78.7368	16.8131	112.7	294
-47.8578	-77.6452	470.301	112.72	291
44.532	42.4123	36.1474	112.72	292
79.2604	77.5886	7.62045	112.72	294
-49.6898	-81.5356	474.547	112.74	291
47.5202	44.0272	33.5579	112.74	292
75.1273	75.3505	11.546	112.74	294
-51.0819	-85.6204	479.939	112.76	291
49.7946	46.2579	32.715	112.76	292
-52.3944	-90.0347	484.491	112.78	291
51.5166	49.8954	16.2551	112.78	292
-53.8365	-94.6925	488.783	112.8	291
-55.4235	-99.4718	494.933	112.82	291
-57.023	-104.339	500.089	112.84	291
52.1464	56.4283	115.55	112.84	295
-58.5927	-109.518	503.43	112.86	291
50.0142	54.3656	82.8747	112.86	295
50.8277	53.7423	111.304	112.86	296
-60.2221	-114.863	507.512	112.88	291
49.8547	53.1483	39.5561	112.88	295
-61.7577	-120.181	512.88	112.9	291
50.6841	51.4276	44.1753	112.9	295
50.449	51.4506	70.8068	112.9	296
-63.2974	-125.6	514.235	112.92	291
50.6123	51.0888	47.7425	112.92	295
50.0378	51.0692	35.0726	112.92	296
-64.7819	-130.88	513.298	112.94	291
51.3324	56.2171	43.0751	112.94	295
51.0306	51.142	43.04	112.94	296
-66.0663	-135.921	516.917	112.96	291
54.0029	61.6807	39.4593	112.96	295
50.8144	48.4174	46.2393	112.96	296
-67.2903	-141.077	523.975	112.98	291
48.2451	43.1073	62.8303	112.98	296
-68.5315	-146.395	528.895	113	291
44.5809	40.6135	76.6751	113	296
-69.8521	-151.779	532.851	113.02	291
56.5049	64.9155	31.2489	113.02	295
40.8106	41.5033	73.8176	113.02	296
-71.0391	-157.088	535.474	113.04	291
36.6789	42.7279	66.9604	113.04	296
-71.7679	-162.063	537.234	113.06	291
32.0183	43.6403	65.0484	113.06	296
-72.3917	-166.927	543.654	113.08	291
52.6079	63.696	120.275	113.08	295
27.0494	43.9901	71.8036	113.08	296
-73.4244	-171.883	548.879	113.1	291
43.6806	57.5897	324.905	113.1	295
22.4809	44.7206	73.8242	113.1	296
-74.6759	-176.683	550.951	113.12	291
37.0199	54.1003	440.637	113.12	295
18.5388	46.5059	61.8149	113.12	296
-75.9929	-181.473	557.065	113.14	291
35.4365	56.3643	342.389	113.14	295
14.4267	47.9365	52.1341	113.14	296
-77.3293	-186.468	566.429	113.16	291
33.6229	59.0259	231.028	113.16	295
10.0047	48.819	48.4164	113.16	296
-78.4025	-191.475	572.067	113.18	291
28.6816	59.804	228.404	113.18	295
5.56952	50.0706	45.6815	113.18	296
-79.2799	-196.539	574.169	113.2	291
23.626	61.2937	226.566	113.2	295
1.07766	51.5401	45.6399	113.2	296
-80.1702	-201.806	579.387	113.22	291
18.4172	63.4314	222.171	113.22	295
-3.39505	53.0622	42.1465	113.22	296
-81.0915	-207.237	584.722	113.24	291
13.1477	65.9892	208.302	113.24	295
-7.92543	54.4896	38.1607	113.24	296
-81.8784	-212.763	585.828	113.26	291
7.67351	68.3362	191.442	113.26	295
-12.2821	55.6289	35.4933	113.26	296
-82.2246	-218.368	588.766	113.28	291
1.95825	69.3872	171.604	113.28	295
-16.2966	56.0876	37.9117	113.28	296
-82.0882	-223.988	596.353	113.3	291
-3.91961	70.3132	153.255	113.3	295
-20.0185	56.5778	38.6758	113.3	296
-81.5595	-229.385	602.56	113.32	291
-9.4721	72.351	128.295	113.32	295
-23.3412	57.8323	33.4922	113.32	296
-14.7924	74.6579	105.504	113.34	295
-26.5111	59.3766	33.7644	113.34	296
-18.9677	79.4368	61.7411	113.36	295
-22.2764	84.4723	12.3255	113.38	295
-29.6931	61.1543	27.2156	113.38	296
-25.9145	86.3434	6.47437	113.4	295
-28.8531	86.5683	7.48517	113.42	295
-31.1524	82.7416	12.7279	113.44	295
-31.4524	61.488	20.4292	113.46	296
-36.7402	60.8382	237.989	113.48	296
20.2871	11.8753	52.0238	113.78	297
23.4923	3.04619	39.9226	113.8	297
26.8768	-4.91491	33.3378	113.84	297
29.2061	-11.3275	29.3224	113.86	297
30.5291	-15.878	22.4109	113.88	297
31.5378	-19.6698	12.7617	113.9	297
31.9942	-22.6054	12.1301	113.92	297
31.6826	-24.794	16.6575	113.94	297
31.091	-27.0673	18.773	113.96	297
31.8915	-30.6126	30.3957	114.02	297
34.6421	-35.2266	44.1974	114.06	297
37.3269	-39.7196	40.0246	114.08	297
38.7666	-44.001	38.9357	114.1	297
33.4494	17.0246	13.7733	114.1	298
39.6367	-48.7421	42.7903	114.12	297
33.3069	14.4536	20.5426	114.12	298
40.2932	-54.1725	35.6842	114.14	297
34.5341	11.6175	28.7233	114.14	298
40.5945	-60.0001	35.5149	114.16	297
36.7521	8.4598	35.0197	114.16	298
40.6629	-65.9963	40.0403	114.18	297
39.3563	4.94088	42.1119	114.18	298
40.6802	-71.9117	35.0776	114.2	297
42.0816	1.06216	43.5659	114.2	298
40.6688	-77.3014	30.3018	114.22	297
44.9455	-3.17495	31.1709	114.22	298
41.1148	-82.6963	41.8419	114.24	297
47.752	-7.96791	25.4843	114.24	298
50.6117	-13.4853	33.7891	114.26	298
44.1586	-88.8788	67.2888	114.28	297
53.771	-19.438	34.3025	114.28	298
56.8552	-25.3491	29.9593	114.3	298
59.4347	-30.87	34.7577	114.32	298
61.6856	-35.9453	42.1246	114.34	298
49.7268	-94.7704	80.5469	114.36	297
63.9206	-40.7391	42.034	114.36	298
54.2729	-98.7349	79.2495	114.38	297
65.6036	-45.2145	44.2732	114.38	298
57.404	-101.232	79.8868	114.4	297
66.5579	-49.4733	50.5727	114.4	298
60.5117	-103.607	80.8617	114.42	297
67.1859	-53.6552	52.1559	114.42	298
63.721	-106.053	81.2851	114.44	297
67.4561	-57.6523	55.0302	114.44	298
67.0421	-108.357	88.6373	114.46	297
67.5964	-61.6269	57.6638	114.46	298
68.264	-113.417	184.401	114.48	297
67.753	-65.3997	59.7601	114.48	298
69.6666	-118.989	273.962	114.5	297
67.4141	-68.2698	65.9769	114.5	298
73.9397	-120.779	255.173	114.52	297
66.0862	-70.1537	69.2185	114.52	298
63.83	-71.5819	74.2025	114.54	298
61.423	-73.3204	79.8524	114.56	298
59.7837	-76.5726	86.016	114.58	298
94.9289	-131.805	167.496	114.6	299
100.786	-137.392	113.689	114.62	299
105.182	-143.087	114.138	114.64	299
59.9154	-80.8015	99.2335	114.66	298
109.571	-149.117	115.086	114.66	299
62.1273	-83.7918	109.865	114.68	298
113.887	-155.271	118.406	114.68	299
65.2353	-85.8787	118.71	114.7	298
118.105	-161.492	126.669	114.7	299
68.579	-88.2602	120.569	114.72	298
121.927	-167.716	135.743	114.72	299
72.1052	-90.8232	114.067	114.74	298
125.236	-173.796	143.941	114.74	299
75.462	-93.5593	115.923	114.76	298
128.426	-179.751	147.503	114.76	299
78.466	-96.5146	121.297	114.78	298
131.496	-185.488	146.276	114.78	299
81.1543	-99.6442	125.612	114.8	298
134.481	-191.074	149.081	114.8	299
83.9151	-102.891	134.151	114.82	298
137.451	-196.711	157.138	114.82	299
86.9757	-106.312	136.612	114.84	298
140.505	-202.604	164.472	114.84	299
88.8385	-111.992	177.581	114.86	298
143.764	-208.807	166.63	114.86	299
90.3692	-117.25	220.792	114.88	298
147.014	-215.277	165.407	114.88	299
93.8218	-117.5	173.982	114.9	298
150.131	-222.125	167.481	114.9	299
97.1358	-117.311	125.04	114.92	298
153.012	-229.135	177.625	114.92	299
99.8751	-120.276	104.387	114.94	298
155.031	-234.917	185.525	114.94	299
102.489	-121.725	81.117	114.96	298
103.888	-118.1	89.6787	114.98	298
105.057	-113.532	100.494	115	298
154.56	-236.081	183.311	115	299
106.462	-110.097	98.363	115.02	298
151.197	-231.454	176.724	115.02	299
107.764	-106.337	102.026	115.04	298
147.039	-224.379	170.501	115.04	299
109.311	-102.682	97.9252	115.06	298
143.925	-217.526	168.173	115.06	299
111.198	-98.8548	87.6263	115.08	298
142.468	-211.57	168.743	115.08	299
113.289	-94.4327	87.5232	115.1	298
142.549	-206.897	167.202	115.1	299
115.757	-89.5382	88.6862	115.12	298
143.595	-203.404	162.123	115.12	299
118.651	-84.7292	83.8468	115.14	298
145.073	-200.401	157.728	115.14	299
122.071	-81.0287	81.1076	115.16	298
146.455	-197.22	154.447	115.16	299
126.387	-79.1921	80.3981	115.18	298
147.647	-193.932	147.27	115.18	299
131.239	-78.4585	79.2644	115.2	298
148.794	-190.879	135.72	115.2	299
135.948	-77.2022	81.2951	115.22	298
149.647	-187.941	130.095	115.22	299
140.618	-74.7555	83.8038	115.24	298
150.247	-185.242	130.577	115.24	299
145.052	-71.5231	91.8183	115.26	298
151.18	-183.317	125.137	115.26	299
149.362	-67.8032	139.941	115.28	298
152.882	-181.892	118.126	115.28	299
155.386	-180.176	111.946	115.3	299
153.34	-64.0864	246.677	115.32	298
159.261	-176.813	103.652	115.32	299
157.795	-59.815	273.554	115.34	298
163.655	-54.9388	157.877	115.36	298
164.336	-171.685	100.493	115.36	299
167.602	-51.6487	87.4631	115.38	298
168.999	-166.784	100.22	115.38	299
169.658	-50.0004	103.005	115.42	298
171.364	-48.8028	96.2147	115.44	298
170.139	-48.7952	66.6532	115.46	298
165.672	-49.737	53.3944	115.48	298
159.775	-49.3379	45.8631	115.5	298
153.165	-47.244	39.5083	115.52	298
146.352	-44.6883	35.4449	115.54	298
139.929	-42.3866	24.628	115.56	298
133.639	-40.6817	26.559	115.58	298
127.383	-38.971	33.9168	115.6	298
121.667	-37.179	30.9917	115.62	298
116.877	-36.9694	35.2682	115.64	298
113.475	-38.9872	44.5754	115.66	298
110.693	-41.4264	47.1144	115.68	298
107.131	-42.8406	44.1387	115.7	298
102.316	-43.2243	39.6492	115.72	298
95.9694	-42.8321	38.1063	115.74	298
88.8283	-41.9347	36.3176	115.76	298
82.0735	-40.7222	32.0878	115.78	298
75.889	-39.2948	26.7107	115.8	298
70.4458	-38.0754	23.8289	115.82	298
71.8855	-223.254	56.2358	117.82	300
70.8019	-226.103	52.6077	117.84	300
69.4626	-229.811	57.0804	117.86	300
180.97	27.953	147.454	117.86	301
179.401	33.5104	112.695	117.88	301
67.4728	-234.458	67.4923	117.9	300
177.662	38.7575	84.9937	117.9	301
66.7613	-234.996	75.1553	117.92	300
176.026	43.6096	66.5212	117.92	301
172.979	46.5725	55.8087	117.94	301
68.3873	-228.968	76.0073	118.02	300
167.633	46.8882	58.0423	118.02	301
70.693	-222.384	74.1358	118.04	300
162.445	46.9212	65.956	118.04	301
21.0678	-134.017	89.6621	118.04	302
72.6519	-217.46	67.26	118.06	300
157.729	47.9906	69.2298	118.06	301
16.6019	-137.493	82.7501	118.06	302
74.2083	-212.499	62.9734	118.08	300
152.768	49.9666	70.2564	118.08	301
11.4942	-141.188	74.9888	118.08	302
75.1047	-207.408	68.3572	118.1	300
148.112	52.8354	71.1912	118.1	301
5.77689	-144.63	68.1768	118.1	302
75.4396	-202.537	67.6216	118.12	300
143.448	56.0559	73.7414	118.12	301
-0.577252	-147.945	65.1052	118.12	302
-176.194	53.9968	26.8912	118.12	303
74.9717	-197.194	60.2017	118.14	300
138.502	59.0958	74.9512	118.14	301
-7.62545	-151.145	64.0172	118.14	302
-173.908	55.8393	16.9414	118.14	303
133.973	61.4919	66.9836	118.16	301
-15.122	-153.978	61.7594	118.16	302
-171.196	57.406	12.4744	118.16	303
129.875	62.5464	58.8045	118.18	301
-22.793	-156.462	59.5784	118.18	302
-167.697	58.5689	11.3491	118.18	303
73.3415	-190.835	45.9929	118.2	300
125.605	62.4356	62.6844	118.2	301
-30.584	-158.365	58.245	118.2	302
-163.52	59.4374	7.98568	118.2	303
121.259	62.4076	64.9158	118.22	301
-38.3135	-159.37	55.6126	118.22	302
-159.224	60.5007	10.1665	118.22	303
71.0418	-185.197	33.0288	118.24	300
116.915	62.7924	51.9039	118.24	301
-45.7609	-159.426	52.9061	118.24	302
-152.629	61.6568	11.6961	118.24	303
68.5378	-180.822	32.9425	118.26	300
112.111	62.807	44.904	118.26	301
-52.9557	-158.751	51.0122	118.26	302
65.5459	-176.831	34.6825	118.28	300
106.903	62.4181	50.4573	118.28	301
-60.0085	-157.931	48.5171	118.28	302
62.0301	-173.848	37.0319	118.3	300
101.793	62.2924	53.1455	118.3	301
-66.8665	-156.847	46.5404	118.3	302
58.3917	-173.229	40.3406	118.32	300
96.9711	62.8716	44.2798	118.32	301
-73.4903	-155.006	46.5091	118.32	302
-144.266	62.5873	9.81799	118.32	303
55.0176	-174.675	42.5651	118.34	300
92.5584	63.6277	29.9735	118.34	301
-80.0977	-152.955	48.274	118.34	302
-138.356	64.0309	12.4137	118.34	303
51.1511	-175.98	40.8286	118.36	300
88.613	63.233	22.4666	118.36	301
-86.8398	-150.817	47.8389	118.36	302
85.0628	61.6826	22.3476	118.38	301
-93.9053	-148.657	45.7763	118.38	302
-133.805	66.0508	10.942	118.38	303
46.5028	-175.192	33.8741	118.4	300
81.622	60.2413	30.2912	118.4	301
-101.356	-147.257	50.7833	118.4	302
-129.073	67.6917	8.52079	118.4	303
42.7792	-172.01	32.8106	118.42	300
78.0753	59.7438	37.4704	118.42	301
-108.932	-146.519	56.1624	118.42	302
-124.35	69.095	12.1477	118.42	303
39.8711	-166.626	31.9327	118.44	300
74.133	60.0391	37.1893	118.44	301
-116.535	-146.104	54.9702	118.44	302
-118.946	70.6048	10.9917	118.44	303
69.6519	60.5099	34.0778	118.46	301
-124.073	-146.037	56.9051	118.46	302
-113.104	72.3695	8.04606	118.46	303
36.8626	-160.481	25.8926	118.48	300
65.1699	60.9475	29.1745	118.48	301
-131.431	-146.454	62.1635	118.48	302
-106.987	74.3843	9.31876	118.48	303
34.1328	-155.862	23.9722	118.5	300
61.155	60.4996	26.8341	118.5	301
-138.594	-147.385	64.1621	118.5	302
-100.849	76.3445	11.4292	118.5	303
31.5235	-152.661	21.6868	118.52	300
58.2691	58.4986	27.7469	118.52	301
-145.743	-148.798	59.3794	118.52	302
-95.0601	78.4957	15.6358	118.52	303
28.8113	-150.02	22.1646	118.54	300
56.1279	55.6424	23.5623	118.54	301
-152.834	-150.692	54.1319	118.54	302
-89.5087	80.5536	14.3205	118.54	303
26.1087	-147.768	34.7728	118.56	300
-159.415	-152.722	54.0102	118.56	302
-84.0007	81.914	14.5431	118.56	303
-165.101	-154.533	49.8609	118.58	302
52.361	53.3035	20.02	118.6	301
-169.974	-156.558	40.849	118.6	302
46.727	52.5811	19.0249	118.62	301
24.4869	-145.492	51.3993	118.64	300
41.2204	52.4386	19.9789	118.64	301
-78.9082	82.569	21.9408	118.64	303
25.2536	-143.145	52.6899	118.66	300
36.5887	51.8681	30.1763	118.66	301
-74.6202	82.6296	20.9993	118.66	303
27.3511	-140.711	42.3265	118.68	300
32.6555	51.5945	39.6842	118.68	301
-70.4275	82.611	20.1081	118.68	303
29.2346	-137.798	35.9256	118.7	300
28.7167	51.9485	46.1226	118.7	301
-65.5379	82.7263	24.7547	118.7	303
30.7966	-133.856	25.3505	118.72	300
24.1143	53.3492	48.8483	118.72	301
-59.9575	82.8851	21.774	118.72	303
19.2292	56.4443	43.2285	118.74	301
-54.0104	83.3951	17.3783	118.74	303
-47.9647	84.342	18.2409	118.76	303
31.6953	-128.934	24.0471	118.78	300
-41.9485	85.714	23.7464	118.78	303
31.6138	-124.76	38.2019	118.8	300
-39.7472	84.8782	173.909	118.8	303
-7.90681	71.6955	359.179	118.8	304
-42.4829	81.6204	503.375	118.82	303
-9.16551	73.9066	229.788	118.82	304
31.0961	-122.001	35.1751	118.84	300
-37.8658	83.9645	544.17	118.84	303
-13.9115	74.4947	145.058	118.84	304
-23.697	91.685	215.423	118.86	303
-18.8121	74.8275	51.6236	118.86	304
-13.2997	96.4699	29.699	118.88	303
-25.9448	76.9577	50.2648	118.88	304
-7.74001	98.7618	25.8827	118.9	303
-32.9997	78.8777	52.7377	118.9	304
-2.24681	101.272	19.4168	118.92	303
-39.8028	80.9438	49.5177	118.92	304
3.13467	103.195	18.168	118.94	303
-46.3914	83.5232	45.2914	118.94	304
8.19958	104.621	18.4949	118.96	303
-52.7255	86.2176	42.417	118.96	304
12.1149	105.235	12.7978	118.98	303
-59.0077	88.6645	45.339	118.98	304
-65.2304	90.2748	49.8056	119	304
13.0295	103.839	9.26253	119.02	303
-71.1052	90.5303	42.8202	119.02	304
10.5522	101.445	15.7381	119.04	303
-76.7812	90.1925	35.0536	119.04	304
6.9665	99.0415	22.4656	119.06	303
-82.511	90.2281	34.718	119.06	304
3.53412	97.1244	20.8973	119.08	303
-88.2236	91.2556	36.6599	119.08	304
-0.249854	95.5558	21.108	119.1	303
-93.4867	93.3176	35.0238	119.1	304
-4.47434	92.9563	26.8114	119.12	303
-98.0535	96.1987	29.6487	119.12	304
-9.05238	89.7524	28.7781	119.14	303
-101.921	99.2227	28.6003	119.14	304
-14.0142	86.7831	29.9138	119.16	303
-105.094	100.743	38.5472	119.16	304
-19.3682	84.0394	34.5922	119.18	303
-24.8026	81.7018	36.8285	119.2	303
-107.016	99.1671	53.6617	119.2	304
-29.6406	79.8225	37.0464	119.22	303
-34.3021	78.0038	36.44	119.24	303
-107.461	94.9755	58.1833	119.24	304
-108.215	90.8434	57.8214	119.26	304
-38.7066	75.44	29.2523	119.28	303
-110.214	87.7002	66.2651	119.28	304
-41.4505	72.2242	18.0546	119.3	303
-112.906	84.1966	76.1099	119.3	304
-43.813	67.9775	16.8808	119.32	303
-116.242	80.1206	83.7117	119.32	304
-119.854	76.0413	89.9355	119.34	304
-123.452	72.5428	92.353	119.36	304
-127.18	69.7374	91.7039	119.38	304
-130.992	67.0167	92.1147	119.4	304
-47.377	62.9183	24.0024	119.42	303
-134.763	64.8209	96.5729	119.42	304
-51.1723	59.1886	19.6715	119.44	303
-139.287	63.5153	95.1328	119.44	304
-55.3882	56.3854	16.2469	119.46	303
-60.6027	53.2802	27.4108	119.48	303
-144.647	62.8927	88.2476	119.48	304
-66.3129	49.8225	37.9274	119.5	303
-149.202	62.7611	90.6061	119.5	304
-71.9519	46.022	40.0692	119.52	303
-153.038	62.4685	96.9337	119.52	304
-77.2891	41.9794	41.9217	119.54	303
-157.212	61.9931	98.8705	119.54	304
-82.7592	37.6898	51.1071	119.56	303
-161.903	61.7291	107.12	119.56	304
-89.8754	30.3712	111.99	119.58	303
-166.859	61.7865	121.418	119.58	304
-96.7115	22.5179	166.323	119.6	303
-171.6	62.0039	127.907	119.6	304
-100.366	19.49	110.827	119.62	303
-103.919	16.3044	46.8969	119.64	303
-109.875	10.5914	58.3118	119.66	303
-116.707	5.09256	91.4239	119.68	303
-122.562	0.230719	86.2385	119.7	303
-128.131	-4.1099	70.885	119.72	303
-134.178	-8.33011	73.5988	119.74	303
-140.226	-12.4179	75.2709	119.76	303
-146.37	-16.5251	85.5587	119.78	303
-152.592	-20.5184	93.5389	119.8	303
-158.884	-24.1106	88.6181	119.82	303
-165.355	-27.5473	83.4163	119.84	303
-102.596	-205.805	318.401	121.42	305
-98.6844	-203.671	319.02	121.44	305
-94.258	-200.421	320.022	121.46	305
-89.3883	-196.939	321.265	121.48	305
-84.1318	-193.931	322.566	121.5	305
-78.6857	-191.563	325.341	121.52	305
-73.3839	-189.389	328.608	121.54	305
-68.3503	-187.072	335.103	121.56	305
-63.4867	-184.259	341.9	121.58	305
-58.7351	-181.07	346.816	121.6	305
-54.3001	-178.29	351.871	121.62	305
-50.3315	-176.036	355.481	121.64	305
-46.6297	-173.82	361.034	121.66	305
-43.1237	-171.393	364.447	121.68	305
-39.8634	-168.908	364.243	121.7	305
-36.7767	-166.672	368.226	121.72	305
-33.7564	-164.249	375.134	121.74	305
-30.805	-160.894	383.073	121.76	305
-28.0118	-157.307	387.547	121.78	305
-25.4809	-154.121	387.731	121.8	305
-23.0992	-150.806	390.748	121.82	305
-20.3687	-147.353	397.476	121.84	305
-17.2303	-144.388	404.696	121.86	305
-13.9304	-141.616	411.576	121.88	305
-10.4664	-138.237	419.707	121.9	305
-6.94193	-134.53	426.199	121.92	305
-3.28819	-130.762	429.825	121.94	305
0.675817	-127.028	429.671	121.96	305
4.671	-123.136	430.058	121.98	305
8.38616	-118.8	434.696	122	305
11.9005	-114.456	438.283	122.02	305
15.228	-110.075	443.748	122.04	305
18.3824	-105.618	451.914	122.06	305
21.3821	-101.204	459.49	122.08	305
24.0238	-96.3945	464.296	122.1	305
26.3372	-91.3513	464.861	122.12	305
28.4509	-86.5976	464.295	122.14	305
30.2625	-81.9211	468.576	122.16	305
31.4386	-77.0582	477.259	122.18	305
31.9073	-72.251	476.31	122.2	305
31.8345	-67.6632	471.804	122.22	305
19.7946	-48.8459	485.37	122.32	306
14.6408	-45.9977	483.226	122.34	306
8.89201	-43.2294	481.159	122.36	306
2.53446	-40.1288	476.724	122.38	306
-4.30035	-36.6356	470.986	122.4	306
-11.6746	-33.409	468.337	122.42	306
-19.3259	-30.6433	467.679	122.44	306
-26.56	-28.0074	470.022	122.46	306
-33.3392	-25.3179	470.763	122.48	306
-40.1437	-22.4926	469.477	122.5	306
-47.1589	-19.7363	466.163	122.52	306
-54.4561	-17.4836	475.661	122.54	306
-61.6764	-15.1209	488.349	122.56	306
-68.4654	-11.8333	474.995	122.58	306
-75.2027	-8.31621	462.353	122.6	306
-81.9727	-4.87882	461.124	122.62	306
-88.4239	-1.37613	452.242	122.64	306
-94.8221	1.97266	453.633	122.66	306
-101.424	5.20732	465.56	122.68	306
-107.815	8.48617	464.883	122.7	306
-114.175	12.008	469.211	122.72	306
-120.557	15.7534	474.963	122.74	306
-126.688	19.5198	469.018	122.76	306
-132.878	23.2933	469.583	122.78	306
-139.409	27.0338	473.471	122.8	306
-145.983	30.6502	468.76	122.82	306
-152.487	34.2081	457.951	122.84	306
-159.496	37.6613	455.828	122.86	306
-166.928	40.9132	463.53	122.88	306
-174.32	44.0169	471.203	122.9	306
-177.728	56.3453	482.928	123.22	307
-130.87	-194.684	123.052	123.22	308
-171.582	55.0559	485.312	123.24	307
-128.126	-193.287	125.358	123.24	308
-165.349	53.8877	491.398	123.26	307
-125.397	-191.06	125.615	123.26	308
-158.922	52.8727	493.565	123.28	307
-122.109	-188.523	120.677	123.28	308
-152.016	52.0986	487.438	123.3	307
-118.304	-186.712	116.18	123.3	308
-144.718	51.9561	483.996	123.32	307
-114.103	-185.465	118.578	123.32	308
-137.349	52.5966	489.227	123.34	307
-109.534	-184.115	123.876	123.34	308
-130.02	53.6279	495.314	123.36	307
-104.806	-182.721	126.892	123.36	308
-122.601	54.9564	496.239	123.38	307
-100.138	-181.288	129.167	123.38	308
-115.069	56.6257	497.071	123.4	307
-95.6035	-179.236	131.914	123.4	308
-107.736	58.3143	499.478	123.42	307
-91.175	-176.63	133.594	123.42	308
-100.709	59.9854	501.625	123.44	307
-86.8938	-174.472	136.024	123.44	308
-94.0326	61.9399	508.235	123.46	307
-82.6253	-172.637	140.324	123.46	308
-87.7782	63.98	513.719	123.48	307
-78.1893	-170.38	143.804	123.48	308
-81.9769	66.1173	517.322	123.5	307
-73.7964	-168.148	145.169	123.5	308
-76.4036	68.374	524.034	123.52	307
-69.5006	-166.568	148.155	123.52	308
-70.6295	70.6138	531.943	123.54	307
-65.0967	-165.438	152.819	123.54	308
-64.7143	73.2246	537.652	123.56	307
-60.6529	-164.612	155.159	123.56	308
-58.6749	76.1709	540.714	123.58	307
-56.2065	-164.096	157.39	123.58	308
-52.541	79.1477	544.381	123.6	307
-51.662	-164.024	162.093	123.6	308
-46.1337	81.8842	549.079	123.62	307
-47.0071	-164.742	164.646	123.62	308
-39.3498	84.3858	555.74	123.64	307
-42.3775	-166.339	163.906	123.64	308
-32.7289	86.9971	561.267	123.66	307
-37.8815	-168.315	167.276	123.66	308
-26.219	89.8143	565.813	123.68	307
-33.3234	-170.593	172.009	123.68	308
-19.6383	92.823	571.624	123.7	307
-28.5938	-173.327	174.791	123.7	308
-13.1017	95.8522	573.169	123.72	307
-23.7114	-176.323	181.283	123.72	308
-6.44475	98.628	573.689	123.74	307
-18.6265	-179.654	185.844	123.74	308
0.393584	101.207	576.052	123.76	307
-13.5508	-183.003	188.173	123.76	308
7.56431	104.083	578.394	123.78	307
-8.57819	-186.528	191.915	123.78	308
14.9626	107.052	583.763	123.8	307
-3.47322	-190.613	192.884	123.8	308
22.2636	109.708	588.939	123.82	307
1.62849	-194.575	194.449	123.82	308
29.5049	112.387	591.34	123.84	307
6.54579	-198.424	196.22	123.84	308
36.7296	115.264	593.915	123.86	307
11.3581	-202.499	196.293	123.86	308
45.3608	119.076	599.799	123.88	307
16.1427	-206.343	197.907	123.88	308
21.0246	-209.539	201.038	123.9	308
54.9825	123.842	608.586	123.92	307
26.0051	-212.338	207.126	123.92	308
62.5283	128.371	610.696	123.94	307
31.1987	-215.535	211.841	123.94	308
68.1445	132.735	611.626	123.96	307
36.8113	-219.137	209.091	123.96	308
74.06	138.711	618.959	123.98	307
42.7074	-222.803	204.181	123.98	308
48.5836	-226.562	201.453	124	308
80.1722	145.933	626.619	124.02	307
54.3438	-230.235	202.274	124.02	308
84.4841	151.327	633.454	124.04	307
59.9875	-233.374	210.055	124.04	308
87.2447	155.486	633.734	124.06	307
65.5855	-236.293	212.791	124.06	308
71.1685	-237.913	204.726	124.08	308
74.4874	-235.404	200.941	124.16	308
73.3327	-229.302	201.907	124.18	308
69.7958	-222.532	198.128	124.2	308
66.3207	-216.465	189.08	124.22	308
63.2549	-211.202	186.563	124.24	308
61.1043	-206.862	194.249	124.26	308
60.7328	-203.341	197.053	124.28	308
62.2436	-200.205	192.389	124.3	308
64.9007	-197.042	186.465	124.32	308
68.066	-193.585	182.651	124.34	308
71.6089	-190.102	180.503	124.36	308
75.5237	-186.464	178.191	124.38	308
79.8773	-182.557	177.035	124.4	308
84.7707	-178.845	176.75	124.42	308
89.9413	-175.157	176.554	124.44	308
95.3541	-171.281	175.239	124.46	308
101.041	-167.222	176.14	124.48	308
106.675	-163.191	178.602	124.5	308
112.284	-159.864	177.644	124.52	308
118.066	-157.575	173.37	124.54	308
123.885	-156.199	172.239	124.56	308
129.469	-155.744	177.344	124.58	308
134.742	-156.487	180.555	124.6	308
139.699	-158.244	179.174	124.62	308
144.475	-160.508	175.869	124.64	308
149.252	-162.888	175.065	124.66	308
154.061	-165.188	179.875	124.68	308
159.045	-167.607	184.597	124.7	308
164.133	-170.317	188.137	124.72	308
169.298	-173.525	188.818	124.74	308
174.346	-177.416	188.809	124.76	308
-62.108	-213.541	49.7747	127.5	309
-66.1348	-210.945	52.9874	127.52	309
-70.5856	-208.555	59.3856	127.54	309
-74.9493	-204.458	57.0199	127.56	309
-79.2388	-199.664	52.4798	127.58	309
-83.6737	-195.277	51.4323	127.6	309
-88.0999	-191.064	50.6214	127.62	309
-92.6646	-187.724	56.9061	127.64	309
-97.2631	-184.369	62.1454	127.66	309
-101.43	-179.412	54.8236	127.68	309
-105.238	-173.693	45.4188	127.7	309
-109.019	-168.471	40.0805	127.72	309
-112.759	-164.047	38.1216	127.74	309
-116.404	-160.321	37.942	127.76	309
-119.867	-156.707	33.6644	127.78	309
-122.978	-152.805	27.1541	127.8	309
-125.942	-148.896	25.6993	127.82	309
-128.904	-144.832	23.4584	127.84	309
-131.884	-140.675	19.3472	127.86	309
-135.146	-137.256	21.0499	127.88	309
-138.715	-134.519	22.2749	127.9	309
-142.487	-132.497	21.2681	127.92	309
