x	y	z	t	#
-172.73	-151.318	400.355	36.16	55
55.7864	-115.025	213.134	36.16	56
-133.732	-226.297	281.925	36.16	57
52.8064	-119.209	218.064	36.18	56
-130.645	-221.371	271.683	36.18	57
49.6112	-122.147	224.869	36.2	56
-127.927	-217.145	267.342	36.2	57
46.0653	-123.92	230.858	36.22	56
-125.358	-213.289	260.513	36.22	57
42.1526	-125.371	234.009	36.24	56
-122.684	-209.311	248.435	36.24	57
37.5239	-127.045	237.057	36.26	56
-119.733	-205.143	243.259	36.26	57
32.098	-129.114	241.839	36.28	56
-117.011	-200.991	244.52	36.28	57
25.9805	-131.978	246.132	36.3	56
-114.682	-196.638	237.586	36.3	57
165.339	-42.0327	61.314	36.3	58
19.2431	-136.222	246.414	36.32	56
-112.357	-192.898	225.29	36.32	57
164.538	-45.2035	59.3058	36.32	58
12.3674	-141.859	246.555	36.34	56
-109.788	-190.149	215.311	36.34	57
163.357	-48.6894	63.8957	36.34	58
6.01596	-147.969	251.539	36.36	56
-106.638	-187.581	206.52	36.36	57
162.137	-51.7799	60.1093	36.36	58
0.388589	-154.144	260.433	36.38	56
-102.59	-185.277	199.336	36.38	57
160.863	-54.597	52.3468	36.38	58
-4.71347	-160.351	270.055	36.4	56
-97.8369	-184.512	200.618	36.4	57
160.385	-57.4029	47.1855	36.4	58
-9.76976	-166.547	276.619	36.42	56
-92.3412	-184.447	204.362	36.42	57
161.956	-60.8438	46.4685	36.42	58
-15.5849	-172.969	271.842	36.44	56
-85.8289	-182.502	189.36	36.44	57
165.12	-65.4239	52.5728	36.44	58
-21.2868	-179.338	278.737	36.46	56
-79.6882	-180.341	188.599	36.46	57
168.923	-70.4849	52.8002	36.46	58
-26.3847	-185.959	303.853	36.48	56
-74.4087	-178.522	212.592	36.48	57
172.328	-75.0033	47.0165	36.48	58
-32.5889	-193.325	310.208	36.5	56
-68.5663	-174.899	209.646	36.5	57
-39.3359	-200.514	309.526	36.52	56
-62.4869	-170.98	196.189	36.52	57
174.107	-78.481	56.7279	36.52	58
-45.6362	-207.089	315.932	36.54	56
-56.6611	-167.396	194.262	36.54	57
174.972	-81.0699	65.9618	36.54	58
-51.9296	-213.452	320.807	36.56	56
-50.7228	-163.514	189.539	36.56	57
175.886	-83.384	68.7267	36.56	58
-58.4294	-219.928	323.691	36.58	56
-44.668	-160.082	186.611	36.58	57
176.422	-85.7361	76.7745	36.58	58
-65.3806	-226.788	324.671	36.6	56
-38.2926	-157.501	187.247	36.6	57
176.159	-87.68	73.7214	36.6	58
-72.5252	-233.928	331.256	36.62	56
-31.3826	-155.576	185.298	36.62	57
174.66	-88.742	63.6242	36.62	58
-79.3925	-238.983	341.647	36.64	56
-24.2275	-153.705	179.292	36.64	57
172.091	-89.2123	57.8932	36.64	58
-17.0705	-151.169	174.604	36.66	57
169.116	-89.7921	51.7969	36.66	58
-164.408	-94.295	402.239	36.66	59
-9.67482	-147.939	173.196	36.68	57
165.851	-91.0999	50.7654	36.68	58
-159.536	-92.0576	401.117	36.68	59
-136.156	-111.077	25.0424	36.68	60
-83.8259	-238.563	349.562	36.7	56
-2.15004	-144.493	170.412	36.7	57
162.78	-93.4957	50.4209	36.7	58
-154.825	-89.3225	397.685	36.7	59
-133.276	-114.619	27.6572	36.7	60
-83.8876	-233.929	354.034	36.72	56
5.12074	-140.783	166.328	36.72	57
160.137	-96.6599	51.2314	36.72	58
-150.291	-85.913	394.57	36.72	59
-130.88	-118.451	30.1519	36.72	60
-81.494	-227.883	350.652	36.74	56
12.2042	-136.733	165.669	36.74	57
157.793	-100.124	58.7577	36.74	58
-145.867	-82.1509	397.707	36.74	59
-128.517	-122.386	30.7102	36.74	60
19.3271	-132.614	167.408	36.76	57
156.05	-103.432	57.6658	36.76	58
-141.367	-78.3286	399.163	36.76	59
-125.868	-126.639	29.3268	36.76	60
-78.9898	-221.892	340.362	36.78	56
26.5628	-128.616	168.73	36.78	57
154.787	-106.02	48.8585	36.78	58
-136.585	-74.3895	394.861	36.78	59
-122.639	-130.898	23.6938	36.78	60
-76.7926	-217.791	333.871	36.8	56
33.7998	-124.676	169.447	36.8	57
154.147	-108.409	53.8244	36.8	58
-131.76	-70.4727	396.345	36.8	59
-118.852	-134.908	18.5719	36.8	60
-74.4069	-214.969	329.726	36.82	56
40.9446	-120.667	167.528	36.82	57
155.195	-111.772	64.6244	36.82	58
-127.128	-66.5539	402.433	36.82	59
-114.784	-139.068	19.8717	36.82	60
-71.614	-212.021	323.931	36.84	56
47.9733	-116.526	163.63	36.84	57
158.052	-116.325	63.2647	36.84	58
-122.57	-62.3624	406.673	36.84	59
-110.784	-143.441	26.8961	36.84	60
-68.6286	-208.863	317.741	36.86	56
54.7172	-112.019	161.638	36.86	57
161.143	-121.594	64.2238	36.86	58
-118.114	-57.8458	412.683	36.86	59
-107.228	-148.183	38.0435	36.86	60
-65.5402	-205.348	309.744	36.88	56
61.2609	-106.908	164.99	36.88	57
163.528	-127.423	69.0138	36.88	58
-113.871	-53.0152	418.541	36.88	59
-104.03	-153.131	46.0515	36.88	60
-62.5708	-202.065	300.278	36.9	56
67.6644	-101.504	168.346	36.9	57
165.086	-132.97	66.9655	36.9	58
-109.801	-47.8973	416.51	36.9	59
-100.98	-158.275	50.1679	36.9	60
-60.5553	-198.653	303.064	36.92	56
73.926	-96.4158	167.401	36.92	57
164.938	-137.048	64.7638	36.92	58
-105.936	-43.1009	417.836	36.92	59
-97.6411	-163.505	50.7771	36.92	60
80.2862	-91.9879	167.2	36.94	57
163.076	-140.291	66.8787	36.94	58
-102.36	-39.0986	432.205	36.94	59
-92.5997	-169.229	46.7102	36.94	60
86.6325	-88.2711	166.893	36.96	57
160.912	-143.968	67.7686	36.96	58
-98.8975	-35.5537	442.111	36.96	59
93.136	-85.1044	165.608	36.98	57
159.309	-148.546	65.2986	36.98	58
-95.3882	-32.1748	441.855	36.98	59
-85.2364	-177.262	48.8698	36.98	60
100.078	-82.2304	166.278	37	57
158.286	-153.877	66.6056	37	58
-92.2902	-29.2466	450.478	37	59
106.981	-79.1027	175.004	37.02	57
157.343	-158.695	67.6155	37.02	58
-89.6267	-26.7555	464.748	37.02	59
-78.1063	-185.788	53.4037	37.02	60
-59.7851	-196.028	305.987	37.04	56
113.843	-75.289	183.018	37.04	57
156.792	-164.907	61.8199	37.04	58
-86.9068	-24.4138	468.182	37.04	59
-72.04	-192.974	51.5568	37.04	60
120.992	-70.8372	178.009	37.06	57
-83.8979	-22.7318	466.847	37.06	59
127.95	-65.7771	173.932	37.08	57
-80.293	-22.2276	463.502	37.08	59
-65.7097	-199.716	51.8913	37.08	60
134.442	-60.2949	177.184	37.1	57
-76.4148	-23.0427	459.13	37.1	59
-59.1733	-206.002	57.0155	37.1	60
140.832	-54.7463	180.737	37.12	57
157.221	-173.055	55.3946	37.12	58
-72.7013	-24.9437	459.602	37.12	59
147.357	-49.2825	181.241	37.14	57
156.079	-174.532	71.5045	37.14	58
-69.1254	-27.5311	464.252	37.14	59
-50.3205	-212.988	61.8166	37.14	60
154.015	-43.9842	178.55	37.16	57
151.887	-169.019	101.904	37.16	58
-65.0633	-31.4582	471.869	37.16	59
160.733	-38.7347	177.683	37.18	57
147.038	-165.764	113.992	37.18	58
167.326	-33.3312	178.754	37.2	57
142.853	-165.679	123.009	37.2	58
-60.5373	-36.3308	479.325	37.2	59
-45.0855	-221.509	95.4915	37.2	60
173.55	-27.7698	188.384	37.22	57
139.885	-166.832	134.775	37.22	58
-56.8377	-40.2545	484.133	37.22	59
138.609	-169.327	138.133	37.24	58
-53.8701	-43.3506	486.482	37.24	59
136.511	-171.589	135.817	37.26	58
-50.9441	-46.7164	488.736	37.26	59
-47.9995	-50.4856	491.27	37.28	59
-48.1694	-230.784	155.809	37.28	60
-45.1713	-54.3182	493.52	37.3	59
-42.7934	-58.2607	497.866	37.32	59
-49.6335	-237.756	160.743	37.32	60
-40.8154	-62.5594	500.881	37.34	59
131.978	-171.477	134.466	37.36	58
-38.9423	-66.895	500.967	37.36	59
127.413	-168.749	137.459	37.38	58
-37.3499	-71.3792	504.64	37.38	59
123.752	-165.165	134.659	37.4	58
-36.2957	-76.1345	512.366	37.4	59
-48.8979	-237.066	131.867	37.4	60
119.929	-161.666	133.365	37.42	58
-35.3799	-80.9889	517.41	37.42	59
115.63	-157.989	138.193	37.44	58
-34.3376	-86.097	519.112	37.44	59
111.087	-154.221	131.477	37.46	58
-33.2268	-91.2157	524.479	37.46	59
-51.4818	-230.302	139.515	37.46	60
106.621	-150.602	113.906	37.48	58
-32.1481	-96.2725	531.705	37.48	59
-55.538	-225.047	151.149	37.48	60
101.786	-146.714	106.762	37.5	58
-31.1603	-101.482	535.854	37.5	59
-60.1382	-222.782	147.418	37.5	60
96.4159	-142.816	112.383	37.52	58
-30.3652	-106.456	542.715	37.52	59
-65.9651	-222.245	143.326	37.52	60
180.538	31.0482	149.405	37.52	62
25.4151	-232.308	80.4013	37.52	63
91.2123	-139.77	114.006	37.54	58
-29.9334	-111.297	549.409	37.54	59
-72.8334	-223.626	139.912	37.54	60
176.992	35.2542	123.882	37.54	62
86.1154	-136.814	113.255	37.56	58
-29.5084	-116.242	549.442	37.56	59
-80.2041	-226.26	139.217	37.56	60
172.531	38.0212	94.8847	37.56	62
24.0565	-224.252	90.5468	37.56	63
81.0472	-135.742	100.207	37.58	58
-28.7225	-121.269	550.77	37.58	59
-87.6026	-229.42	138.903	37.58	60
166.95	39.0741	70.8812	37.58	62
75.9489	-134.602	81.4118	37.6	58
-27.762	-126.413	558.183	37.6	59
-94.3514	-232.392	133.815	37.6	60
160.223	38.2703	66.0228	37.6	62
70.3216	-128.363	91.3124	37.62	58
-26.8852	-131.45	567.688	37.62	59
-100.048	-234.852	127.575	37.62	60
152.825	36.295	63.9343	37.62	62
24.3442	-216.582	97.5589	37.62	63
64.6857	-121.745	107.211	37.64	58
-26.212	-136.342	571.812	37.64	59
-104.847	-237.12	123.691	37.64	60
144.925	34.4483	59.1463	37.64	62
26.5491	-212.203	100.144	37.64	63
59.4019	-117.636	107.476	37.66	58
-25.9021	-141.202	568.75	37.66	59
-109.754	-239.035	122.028	37.66	60
136.762	33.5883	59.5968	37.66	62
29.7467	-209.878	98.9581	37.66	63
54.1634	-113.902	106.161	37.68	58
-25.8891	-146.171	569.368	37.68	59
128.816	33.7516	59.5885	37.68	62
33.2674	-207.704	98.8522	37.68	63
48.8576	-110.404	108.103	37.7	58
-26.1057	-151.233	574.915	37.7	59
119.335	35.0277	56.0963	37.7	62
36.9279	-205.385	102.614	37.7	63
43.3317	-106.978	107.432	37.72	58
-26.7406	-156.502	574.48	37.72	59
40.8802	-203.038	106.031	37.72	63
37.5095	-103.382	104.288	37.74	58
-27.5164	-162.013	573.691	37.74	59
108.295	37.2085	52.7377	37.74	62
45.1568	-200.527	110.348	37.74	63
31.4959	-99.3098	105.413	37.76	58
-27.9916	-167.548	580.059	37.76	59
-112.428	-237.232	120.063	37.76	60
99.1188	39.3784	55.4261	37.76	62
49.7287	-198.179	114.978	37.76	63
25.4331	-95.2536	105.023	37.78	58
-28.4002	-173.021	586.402	37.78	59
91.8463	41.7627	59.1716	37.78	62
54.6372	-196.286	117.673	37.78	63
19.4303	-91.8752	97.588	37.8	58
-28.8177	-177.978	593.603	37.8	59
84.8063	45.1363	56.2507	37.8	62
59.6807	-194.281	123.924	37.8	63
13.4185	-89.1312	87.5965	37.82	58
-28.9203	-182.248	603.198	37.82	59
-110.114	-231.813	114.312	37.82	60
78.0065	49.4288	49.6258	37.82	62
64.7095	-191.772	131.081	37.82	63
7.07968	-87.2608	85.0037	37.84	58
-28.8412	-186.425	609.301	37.84	59
-106.05	-228.432	108.692	37.84	60
71.5537	54.2786	44.1355	37.84	62
69.8152	-188.926	136.024	37.84	63
0.374264	-86.7283	90.966	37.86	58
-28.5058	-191.07	612.188	37.86	59
-102.129	-227.028	108.147	37.86	60
65.4056	59.2943	39.0496	37.86	62
75.1144	-186.086	142.054	37.86	63
-6.12639	-87.7866	95.7096	37.88	58
-27.8296	-196.157	615.745	37.88	59
-97.5167	-224.847	107.629	37.88	60
59.375	64.0963	31.5481	37.88	62
80.7097	-183.383	148.031	37.88	63
-11.8294	-90.3971	97.4802	37.9	58
-27.2249	-201.065	621.855	37.9	59
-92.5534	-222.398	103.368	37.9	60
52.9697	68.3663	25.6298	37.9	62
86.6187	-180.677	154.678	37.9	63
-16.6732	-93.9725	97.859	37.92	58
-26.4791	-206.73	626.736	37.92	59
-86.7903	-218.643	78.0878	37.92	60
45.8901	72.3903	22.48	37.92	62
92.7457	-177.939	158.004	37.92	63
-20.7794	-98.316	99.2004	37.94	58
-80.6744	-214.424	49.4731	37.94	60
38.401	76.6715	20.1307	37.94	62
99.0392	-175.147	157.088	37.94	63
-24.5423	-103.139	101.405	37.96	58
-24.8811	-213.334	632.685	37.96	59
-75.8362	-213.404	65.67	37.96	60
30.5602	80.9383	18.0359	37.96	62
105.624	-172.236	161.324	37.96	63
-28.4954	-107.291	98.7724	37.98	58
-22.1904	-218.146	649.136	37.98	59
-71.5552	-214.047	95.6086	37.98	60
22.1803	84.9108	14.6677	37.98	62
112.531	-169.224	170.33	37.98	63
-32.5923	-110.314	96.7733	38	58
-19.4813	-221.844	662.059	38	59
-67.2965	-215.07	120.195	38	60
13.2332	88.8705	14.1452	38	62
119.626	-166.23	174.34	38	63
-36.9688	-112.92	96.4207	38.02	58
-17.8036	-226.782	661.445	38.02	59
-63.5607	-217.81	163.984	38.02	60
3.80909	92.7649	17.3186	38.02	62
126.8	-165.911	161.584	38.02	63
-41.673	-115.358	93.738	38.04	58
-16.6564	-232.099	661.516	38.04	59
-59.7118	-221.212	221.91	38.04	60
-5.99367	96.0078	21.7845	38.04	62
133.864	-166.021	148.042	38.04	63
-46.5724	-117.571	93.9989	38.06	58
-15.8034	-237.295	667.207	38.06	59
-53.7525	-221.76	218.141	38.06	60
-15.8233	99.0397	25.9269	38.06	62
140.405	-161.919	160.261	38.06	63
-51.7902	-119.888	96.497	38.08	58
-45.5883	-219.569	129.655	38.08	60
-25.4454	102.319	23.4118	38.08	62
148.293	-161.911	153.057	38.08	63
-56.9481	-122.54	97.7467	38.1	58
-36.5669	-222.115	75.4691	38.1	60
-34.6874	105.214	18.9831	38.1	62
-61.8088	-125.582	99.8823	38.12	58
-16.2946	-234.974	671.938	38.12	59
-43.5941	107.683	20.6109	38.12	62
-66.3892	-128.609	103.325	38.14	58
-52.5135	109.844	20.7948	38.14	62
-70.6626	-131.134	106.64	38.16	58
-61.3856	111.588	18.306	38.16	62
-74.859	-133.071	106.177	38.18	58
-17.6031	-221.294	667.929	38.18	59
-70.2516	113.24	16.9697	38.18	62
-79.1395	-134.498	102.656	38.2	58
-17.134	-208.565	660.792	38.2	59
-79.1892	115.407	16.518	38.2	62
-83.4885	-135.475	103.309	38.22	58
-14.4573	-201.327	657.317	38.22	59
-88.0477	118.246	16.5751	38.22	62
-87.8267	-135.952	105.783	38.24	58
-10.9705	-195.531	653.436	38.24	59
-96.7228	121.528	16.5503	38.24	62
-92.19	-135.795	104.094	38.26	58
-7.361	-190.553	648.966	38.26	59
-105.144	125.049	15.971	38.26	62
-96.6348	-134.927	102.273	38.28	58
-3.79294	-185.745	646.101	38.28	59
-113.374	128.537	15.6462	38.28	62
-101.021	-133.236	102.27	38.3	58
-0.256915	-180.759	645.556	38.3	59
-121.723	131.938	18.2477	38.3	62
-105.402	-130.889	99.9855	38.32	58
3.28641	-176.145	645.349	38.32	59
-130.29	135.413	21.955	38.32	62
-109.919	-128.218	100.594	38.34	58
6.91711	-172.385	643.492	38.34	59
-138.856	139.095	24.7601	38.34	62
-114.53	-125.126	107.177	38.36	58
10.6227	-169.075	640.24	38.36	59
-147.288	142.663	26.3849	38.36	62
-119.276	-121.629	110.715	38.38	58
14.3401	-165.767	636.653	38.38	59
-155.363	145.839	32.124	38.38	62
-124.126	-118.026	108.836	38.4	58
18.2407	-162.507	634.268	38.4	59
-162.623	148.032	40.3312	38.4	62
-129.091	-114.53	107.454	38.42	58
22.392	-159.172	632.921	38.42	59
-134.124	-111.062	106.584	38.44	58
26.6248	-155.585	630.561	38.44	59
-139.179	-107.496	106.248	38.46	58
31.0146	-152.217	626.856	38.46	59
-144.376	-103.773	110.583	38.48	58
35.7614	-149.359	625.462	38.48	59
-149.487	-99.6283	117.981	38.5	58
40.8068	-147.051	625.946	38.5	59
-154.305	-95.1715	121.167	38.52	58
46.0059	-145.437	625.861	38.52	59
-158.824	-90.7778	120.084	38.54	58
53.7935	-145.724	627.55	38.54	59
-163.355	-86.4955	125.589	38.56	58
-168.133	-82.0486	134.333	38.58	58
60.7884	-147.884	554.653	38.6	59
56.5789	-146.748	393.746	38.62	59
43.416	-138.888	310.79	38.68	59
-175.855	158.192	172.399	38.68	66
-171.175	155.777	170.725	38.7	66
32.1631	-129.406	329.126	38.72	59
-166.747	153.332	181.518	38.72	66
25.9315	-122.952	346.152	38.74	59
-162.725	150.489	191.34	38.74	66
22.3846	-117.959	353.313	38.76	59
-159.121	147.267	194.883	38.76	66
19.9396	-112.535	363.841	38.78	59
-155.827	143.93	197.409	38.78	66
18.7005	-106.557	373.236	38.8	59
-152.566	140.651	198.575	38.8	66
19.2108	-100.303	380.86	38.82	59
-149.087	138.112	195.459	38.82	66
21.6062	-94.1147	387.222	38.84	59
-145.591	137.001	195.74	38.84	66
25.6911	-88.0714	392.707	38.86	59
-142.213	137.069	201.57	38.86	66
31.1803	-82.0255	397.951	38.88	59
-138.784	138.004	211.091	38.88	66
37.7848	-76.1053	399.96	38.9	59
-135.187	139.726	219.708	38.9	66
45.2584	-70.4552	398.676	38.92	59
-131.159	141.83	223.418	38.92	66
53.4364	-64.8406	399.706	38.94	59
-126.725	144.19	229.483	38.94	66
62.0195	-59.0333	400.296	38.96	59
-122.087	146.858	236.075	38.96	66
70.311	-52.8883	395.524	38.98	59
-117.126	149.869	241.808	38.98	66
78.2985	-46.3298	389.119	39	59
-111.889	153.298	250.084	39	66
86.2795	-39.5838	383.106	39.02	59
-106.463	157.306	255.981	39.02	66
93.6748	-32.8451	377.647	39.04	59
-100.747	161.868	258.08	39.04	66
100.592	-25.9924	370.993	39.06	59
-94.8715	166.489	258.441	39.06	66
107.678	-19.0159	360.337	39.08	59
-89.0501	171.078	259.707	39.08	66
114.51	-12.2229	352.56	39.1	59
-83.2104	175.658	264.468	39.1	66
121.109	-5.74118	344.111	39.12	59
-77.2595	179.974	266.446	39.12	66
127.888	0.582906	330.778	39.14	59
-71.4663	184.343	262.769	39.14	66
134.708	6.55875	327.099	39.16	59
-66.0233	189.05	260.678	39.16	66
141.498	11.9134	330.927	39.18	59
-61.0841	193.916	261.485	39.18	66
148.259	16.6209	332.458	39.2	59
-57.0632	198.802	259.438	39.2	66
155.155	20.7581	326.973	39.22	59
-54.0782	203.373	256.387	39.22	66
178.41	-202.606	288.323	39.22	67
162.322	24.4401	317.011	39.24	59
-51.8967	207.514	253.856	39.24	66
176.278	-198.914	282.704	39.24	67
169.431	27.8045	313.426	39.26	59
-50.2729	211.634	248.019	39.26	66
173.782	-194.976	295.399	39.26	67
176.407	30.9255	311.182	39.28	59
-49.3056	214.056	240.673	39.28	66
167.968	-192.164	313.485	39.28	67
-114.785	-10.693	133.135	39.34	69
-49.9397	211.596	234.519	39.36	66
-110.028	-12.374	139.308	39.36	69
-52.5619	205.265	229.505	39.38	66
-104.547	-13.4976	129.496	39.38	69
-56.8609	197.682	224.679	39.4	66
158.797	-193.599	326.91	39.4	67
-98.8124	-13.7953	116.407	39.4	69
-93.3918	-13.727	113.57	39.42	69
197.019	-107.822	701.234	39.42	70
-61.9318	190.157	220.059	39.44	66
153.239	-200.026	338.962	39.44	67
-88.0326	-13.6222	116.92	39.44	69
191.11	-105.329	700.43	39.44	70
-66.0984	185.201	217.25	39.46	66
-82.4377	-13.6828	123.036	39.46	69
184.825	-102.858	694.415	39.46	70
-69.7146	183.548	213.814	39.48	66
152.301	-206.513	338.895	39.48	67
-76.4938	-14.0236	122.221	39.48	69
178.298	-100.681	690.663	39.48	70
-73.8514	184.023	209.217	39.5	66
-70.6557	-14.7092	122.198	39.5	69
172.117	-99.3802	694.206	39.5	70
-78.2752	185.878	207.852	39.52	66
162.548	-182.118	154.286	39.52	68
-65.1471	-15.6323	125.819	39.52	69
166.778	-99.3939	694.813	39.52	70
-82.7031	188.346	206.778	39.54	66
155.797	-179.37	158.716	39.54	68
-59.6943	-16.4386	128.452	39.54	69
162.428	-100.663	695.136	39.54	70
-87.2797	191.021	202.941	39.56	66
151.317	-209.264	332.889	39.56	67
148.804	-176.839	162.708	39.56	68
-54.2616	-17.2028	136.243	39.56	69
159.104	-102.688	697.448	39.56	70
-92.3446	193.339	199.462	39.58	66
148.854	-210.585	355.707	39.58	67
139.842	-174.15	171.679	39.58	68
-49.1113	-17.8091	145.18	39.58	69
156.69	-104.884	690.396	39.58	70
-97.8901	194.536	196.116	39.6	66
145.61	-212.327	397.715	39.6	67
-44.0663	-17.7274	140.569	39.6	69
154.874	-106.88	681.434	39.6	70
-103.887	195.172	193.373	39.62	66
142.559	-214.211	417.893	39.62	67
128.869	-171.382	178.518	39.62	68
-38.8391	-16.9572	131.939	39.62	69
153.192	-108.565	679.979	39.62	70
-110.293	195.876	192.392	39.64	66
139.161	-215.65	451.06	39.64	67
119.493	-169.629	180.137	39.64	68
-33.6711	-15.7047	135.721	39.64	69
151.022	-109.998	676.105	39.64	70
-116.645	196.52	193.029	39.66	66
135.988	-217.626	481.023	39.66	67
111.854	-169.069	182.788	39.66	68
-28.4248	-14.468	138.178	39.66	69
148.576	-111.575	667.247	39.66	70
-122.63	197.453	190.398	39.68	66
134.401	-221.742	440.973	39.68	67
104.13	-168.936	186.574	39.68	68
-22.62	-13.8658	136.754	39.68	69
146.188	-113.687	657.781	39.68	70
176.4	10.7279	167.71	39.68	71
-128.312	198.937	185.748	39.7	66
132.375	-225.712	407.209	39.7	67
96.2404	-169.169	188.1	39.7	68
-16.3358	-14.3393	132.779	39.7	69
143.798	-116.393	650.963	39.7	70
172.549	5.72197	157.519	39.7	71
-133.801	200.491	185.308	39.72	66
129.085	-228.68	413.541	39.72	67
88.3871	-169.945	185.497	39.72	68
-9.85684	-15.7823	125.633	39.72	69
141.595	-119.66	648.891	39.72	70
169.071	0.773815	143.399	39.72	71
-139.055	201.108	180.11	39.74	66
125.445	-231.862	419.15	39.74	67
80.6663	-170.944	181.544	39.74	68
-3.26457	-16.9213	126.626	39.74	69
139.588	-123.294	646.376	39.74	70
165.554	-3.5999	127.821	39.74	71
-144.074	200.405	172.293	39.76	66
121.325	-235.1	425.231	39.76	67
72.9138	-171.923	181.259	39.76	68
3.26194	-17.2058	123.773	39.76	69
137.734	-127.195	643.377	39.76	70
162.045	-7.15789	119.324	39.76	71
-149.208	198.292	172.217	39.78	66
115.786	-238.193	431.734	39.78	67
65.1561	-173.003	182.995	39.78	68
9.68696	-16.9491	111.979	39.78	69
135.69	-131.261	642.805	39.78	70
158.715	-10.0562	111.843	39.78	71
-154.433	194.208	171.585	39.8	66
16.1091	-16.0836	106.275	39.8	69
133.023	-135.157	641.375	39.8	70
155.86	-12.4784	100.389	39.8	71
-159.235	188.692	165.305	39.82	66
22.6521	-14.9508	111.486	39.82	69
129.892	-138.607	639.824	39.82	70
152.558	-14.4105	80.7439	39.82	71
-163.737	183.125	158.877	39.84	66
29.3019	-14.0895	121.96	39.84	69
126.766	-141.5	636.924	39.84	70
-168.183	178.055	154.199	39.86	66
35.2442	-12.1593	163.228	39.86	69
124.079	-143.9	629.213	39.86	70
148.325	-15.334	61.1544	39.86	71
41.2623	-10.3744	200.996	39.88	69
121.869	-145.958	624.845	39.88	70
144.767	-14.7204	44.8208	39.88	71
48.4993	-11.3857	176.031	39.9	69
118.599	-147.603	621.37	39.9	70
141.489	-13.1128	35.1825	39.9	71
55.4048	-12.4935	151.641	39.92	69
137.072	-11.8521	36.4632	39.92	71
63.2086	-12.2956	154.508	39.94	69
131.904	-11.6471	44.3182	39.94	71
120.823	-11.8525	93.2498	39.96	71
72.455	-11.9697	158.968	39.98	69
113.771	-147.798	610.984	39.98	70
171.971	131.704	70.6226	39.98	72
79.9907	-11.7573	166.34	40	69
109.255	-145.79	603.106	40	70
167.679	133.574	62.4481	40	72
86.0584	-11.861	170.039	40.02	69
105.184	-142.863	598.089	40.02	70
90.7082	-11.091	140.167	40.04	69
100.825	-140.353	589.941	40.04	70
96.2014	-137.954	584.533	40.06	70
106.465	-12.2482	151.313	40.06	71
163.184	135.851	48.3047	40.06	72
91.4481	-135.062	582.345	40.08	70
103.505	-14.0195	161.727	40.08	71
157.726	133.635	44.5809	40.08	72
86.8468	-131.757	575.66	40.1	70
109.812	-17.0657	169.921	40.1	71
82.3311	-128.221	566.649	40.12	70
117.167	-20.4387	179.29	40.12	71
90.9584	-10.2062	72.5179	40.14	69
77.6992	-124.513	562.467	40.14	70
73.067	-120.729	563.446	40.16	70
124.731	-23.9146	181.931	40.16	71
149.798	127.651	59.1993	40.16	72
85.6747	-12.8306	62.8191	40.18	69
67.4234	-116.262	562.825	40.18	70
130.006	-26.5995	195.04	40.18	71
142.891	124.182	72.9395	40.18	72
78.4109	-15.7893	93.4291	40.2	69
134.792	-28.3246	199.512	40.2	71
138.245	124.403	65.0791	40.2	72
71.7884	-14.9404	62.5496	40.22	69
60.4835	-111.005	556.662	40.22	70
133.624	125.863	54.2533	40.22	72
64.1856	-14.238	21.6664	40.24	69
54.5228	-106.361	550.313	40.24	70
129.138	127.422	54.5391	40.24	72
55.4742	-14.9362	13.7226	40.26	69
49.9589	-102.398	544.839	40.26	70
125.455	128.732	52.2993	40.26	72
46.6818	-15.4275	13.4098	40.28	69
45.8032	-98.1907	536.823	40.28	70
140.002	-28.9205	197.953	40.28	71
122.37	129.371	46.0791	40.28	72
-130.822	-134.515	731.1	40.28	73
34.4291	-15.5738	18.3565	40.3	69
41.938	-93.9968	530.619	40.3	70
142.08	-27.8448	209.73	40.3	71
119.416	128.557	43.0598	40.3	72
-132.158	-132.736	673.65	40.3	73
38.2254	-90.6428	528.168	40.32	70
142	-25.8003	224.682	40.32	71
116.62	126.004	39.099	40.32	72
-135.156	-132.737	685.322	40.32	73
34.7126	-88.8484	524.965	40.34	70
140.643	-24.2222	258.757	40.34	71
113.846	122.613	35.8796	40.34	72
-138.969	-134.523	720.108	40.34	73
31.5975	-88.9287	520.62	40.36	70
138.214	-24.6708	282.347	40.36	71
110.623	119.459	40.9865	40.36	72
-142.181	-135.729	724.838	40.36	73
29.0805	-90.4743	518.242	40.38	70
137.029	-26.8588	236.263	40.38	71
106.773	117.501	48.7656	40.38	72
-145.223	-135.404	715.327	40.38	73
27.4708	-92.6631	515.639	40.4	70
135.76	-28.2357	200.06	40.4	71
102.79	117.437	51.1183	40.4	72
-148.303	-134.364	705.129	40.4	73
26.2564	-95.2646	507.009	40.42	70
133.643	-26.7643	208.096	40.42	71
99.099	118.882	52.7617	40.42	72
-151.305	-132.885	701.188	40.42	73
132.012	-22.7488	212.779	40.44	71
95.6677	121.224	54.6693	40.44	72
-154.18	-130.989	696.326	40.44	73
130.782	-17.2512	205.404	40.46	71
92.2996	123.784	52.6435	40.46	72
-158.028	-128.487	684.691	40.46	73
24.6837	-97.9814	494.538	40.48	70
129.225	-11.1866	185.882	40.48	71
88.8516	125.864	49.9629	40.48	72
23.1444	-100.317	478.42	40.5	70
127.804	-5.93293	181.088	40.5	71
85.1566	127.14	47.0305	40.5	72
-163.009	-125.359	671.158	40.5	73
21.4652	-102.22	464.637	40.52	70
128.593	-2.25887	208.699	40.52	71
80.9078	126.876	45.1732	40.52	72
